Channel,Category,Sub Category,Manufacturer,Brand,Revenue,Date,Units,Price,Price Tier
PRESTIGE,FRAGRANCES,WOMEN,REVLON CORP,REVLON,29474,3/1/2019,59,500,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,REVLON CORP,REVLON,2193,3/1/2019,46,48,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,REVLON CORP,REVLON,585,3/1/2019,50,12,a.less than $25
MASS,BEAUTY TOOLS,A/O TLS,REVLON CORP,REVLON,65033,4/1/2019,85,765,a.less than $25
MASS,BEAUTY TOOLS,EYE TLS,REVLON CORP,REVLON,2647902,4/1/2019,93,28472,c.$50 - $100
MASS,BEAUTY TOOLS,FOOT TLS,REVLON CORP,REVLON,182852,4/1/2019,14,13061,c.$50 - $100
MASS,BEAUTY TOOLS,KITS,REVLON CORP,REVLON,463244,4/1/2019,10,46324,c.$50 - $100
MASS,BEAUTY TOOLS,NAIL TLS,REVLON CORP,REVLON,2782682,4/1/2019,80,34784,c.$50 - $100
MASS,CC,BM,REVLON CORP,REVLON,0,4/1/2019,73,0,a.less than $25
MASS,CC,EM,REVLON CORP,REVLON,13011924,4/1/2019,16,813245,d.$100+
MASS,CC,FM,REVLON CORP,REVLON,14104283,4/1/2019,18,783571,d.$100+
MASS,CC,KITS,REVLON CORP,REVLON,9987,4/1/2019,53,188,a.less than $25
MASS,CC,LM,REVLON CORP,REVLON,14016528,4/1/2019,58,241664,d.$100+
MASS,CC,MULTI PURPOSE PRODUCT,REVLON CORP,REVLON,0,4/1/2019,91,0,a.less than $25
MASS,CC,NC,REVLON CORP,REVLON,2572429,4/1/2019,50,51449,c.$50 - $100
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH,MACANDREWS FORBES HOLDINGS INC,REVLON,60153.907,4/1/2019,98,614,a.less than $25
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH CLEANER,MACANDREWS FORBES HOLDINGS INC,REVLON,5549.01,4/1/2019,38,146,a.less than $25
MASS,COSMETIC IMPLEMENTS,COSMETIC SPONGE,MACANDREWS FORBES HOLDINGS INC,REVLON,5714.564,4/1/2019,77,74,a.less than $25
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,MACANDREWS FORBES HOLDINGS INC,REVLON,89905.562,4/1/2019,96,937,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,HELEN OF TROY LTD,REVLON,901.4,4/1/2019,12,75,a.less than $25
MASS,FRAG MASS,WOMEN,REVLON CORP,REVLON,42980.96,4/1/2019,80,537,a.less than $25
MASS,HAIR CARE,CONDITIONER,MACANDREWS FORBES HOLDINGS INC,REVLON,5932.688,4/1/2019,32,185,a.less than $25
MASS,HAIR CARE,SHAMPOO,MACANDREWS FORBES HOLDINGS INC,REVLON,6538.725,4/1/2019,30,218,a.less than $25
MASS,HAIR CARE,STYLING PRODUCTS,MACANDREWS FORBES HOLDINGS INC,REVLON,54078.831,4/1/2019,39,1387,a.less than $25
MASS,HAIR COLOR,ALL OVER,REVLON CORP,REVLON,13292208,4/1/2019,33,402794,d.$100+
MASS,HAIR COLOR,EFFECTS,REVLON CORP,REVLON,419617,4/1/2019,6,69936,c.$50 - $100
MASS,HAIR COLOR,ROOT TOUCH UP,REVLON CORP,REVLON,0,4/1/2019,90,0,a.less than $25
MASS,MURS,MURS STICK,REVLON CORP,REVLON,0,4/1/2019,42,0,a.less than $25
MASS,MURS,MURS TWLT,REVLON CORP,REVLON,0,4/1/2019,30,0,a.less than $25
MASS,NAIL POLISH REMOVER,ACETONE REMOVER,MACANDREWS FORBES HOLDINGS INC,REVLON,0,4/1/2019,10,0,a.less than $25
MASS,NAIL TREATMENTS,CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,21808.628,4/1/2019,7,3116,b.$25 - $50
MASS,NAIL TREATMENTS,MULTIBENEFIT NAIL TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,66.162,4/1/2019,17,4,a.less than $25
MASS,NAIL TREATMENTS,NAIL AND CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,0,4/1/2019,85,0,a.less than $25
MASS,NAIL TREATMENTS,NAIL STRENGTHENER,MACANDREWS FORBES HOLDINGS INC,REVLON,7.69,4/1/2019,92,0,a.less than $25
MASS,NAIL TREATMENTS,REMAINING NAIL TREATMENTS,MACANDREWS FORBES HOLDINGS INC,REVLON,48.83,4/1/2019,65,1,a.less than $25
PRESTIGE,FRAGRANCES,WOMEN,REVLON CORP,REVLON,19122,4/1/2019,66,290,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,REVLON CORP,REVLON,1641,4/1/2019,37,44,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,REVLON CORP,REVLON,578,4/1/2019,85,7,a.less than $25
MASS,BEAUTY TOOLS,A/O TLS,REVLON CORP,REVLON,55108,5/1/2019,84,656,a.less than $25
MASS,BEAUTY TOOLS,EYE TLS,REVLON CORP,REVLON,2581109,5/1/2019,96,26887,c.$50 - $100
MASS,BEAUTY TOOLS,FOOT TLS,REVLON CORP,REVLON,217456,5/1/2019,92,2364,a.less than $25
MASS,BEAUTY TOOLS,KITS,REVLON CORP,REVLON,546841,5/1/2019,29,18857,c.$50 - $100
MASS,BEAUTY TOOLS,NAIL TLS,REVLON CORP,REVLON,2821541,5/1/2019,38,74251,c.$50 - $100
MASS,CC,BM,REVLON CORP,REVLON,0,5/1/2019,94,0,a.less than $25
MASS,CC,EM,REVLON CORP,REVLON,11992743,5/1/2019,86,139451,d.$100+
MASS,CC,FM,REVLON CORP,REVLON,13272555,5/1/2019,42,316013,d.$100+
MASS,CC,KITS,REVLON CORP,REVLON,6294,5/1/2019,65,97,a.less than $25
MASS,CC,LM,REVLON CORP,REVLON,12542277,5/1/2019,60,209038,d.$100+
MASS,CC,MULTI PURPOSE PRODUCT,REVLON CORP,REVLON,0,5/1/2019,2,0,a.less than $25
MASS,CC,NC,REVLON CORP,REVLON,2923902,5/1/2019,18,162439,d.$100+
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH,MACANDREWS FORBES HOLDINGS INC,REVLON,66745.5,5/1/2019,45,1483,a.less than $25
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH CLEANER,MACANDREWS FORBES HOLDINGS INC,REVLON,5475.7,5/1/2019,45,122,a.less than $25
MASS,COSMETIC IMPLEMENTS,COSMETIC SPONGE,MACANDREWS FORBES HOLDINGS INC,REVLON,5350.662,5/1/2019,78,69,a.less than $25
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,MACANDREWS FORBES HOLDINGS INC,REVLON,119483.139,5/1/2019,74,1615,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,HELEN OF TROY LTD,REVLON,587.11,5/1/2019,48,12,a.less than $25
MASS,FRAG MASS,WOMEN,REVLON CORP,REVLON,48432.9,5/1/2019,77,629,a.less than $25
MASS,HAIR CARE,CONDITIONER,MACANDREWS FORBES HOLDINGS INC,REVLON,3919.905,5/1/2019,67,59,a.less than $25
MASS,HAIR CARE,SHAMPOO,MACANDREWS FORBES HOLDINGS INC,REVLON,4046.806,5/1/2019,15,270,a.less than $25
MASS,HAIR CARE,STYLING PRODUCTS,MACANDREWS FORBES HOLDINGS INC,REVLON,55508.034,5/1/2019,5,11102,c.$50 - $100
MASS,HAIR COLOR,ALL OVER,REVLON CORP,REVLON,13648894,5/1/2019,57,239454,d.$100+
MASS,HAIR COLOR,EFFECTS,REVLON CORP,REVLON,371099,5/1/2019,66,5623,c.$50 - $100
MASS,HAIR COLOR,ROOT TOUCH UP,REVLON CORP,REVLON,1,5/1/2019,41,0,a.less than $25
MASS,MURS,MURS STICK,REVLON CORP,REVLON,0,5/1/2019,100,0,a.less than $25
MASS,MURS,MURS TWLT,REVLON CORP,REVLON,0,5/1/2019,67,0,a.less than $25
MASS,NAIL POLISH REMOVER,ACETONE REMOVER,MACANDREWS FORBES HOLDINGS INC,REVLON,0,5/1/2019,100,0,a.less than $25
MASS,NAIL TREATMENTS,CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,18891.269,5/1/2019,30,630,a.less than $25
MASS,NAIL TREATMENTS,MULTIBENEFIT NAIL TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,5.84,5/1/2019,95,0,a.less than $25
MASS,NAIL TREATMENTS,NAIL AND CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,0,5/1/2019,33,0,a.less than $25
MASS,NAIL TREATMENTS,NAIL STRENGTHENER,MACANDREWS FORBES HOLDINGS INC,REVLON,0,5/1/2019,80,0,a.less than $25
MASS,NAIL TREATMENTS,REMAINING NAIL TREATMENTS,MACANDREWS FORBES HOLDINGS INC,REVLON,44.33,5/1/2019,44,1,a.less than $25
PRESTIGE,FRAGRANCES,WOMEN,REVLON CORP,REVLON,26967,5/1/2019,13,2074,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,REVLON CORP,REVLON,1597,5/1/2019,96,17,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,REVLON CORP,REVLON,100,5/1/2019,15,7,a.less than $25
MASS,BEAUTY TOOLS,A/O TLS,REVLON CORP,REVLON,76741,6/1/2019,90,853,a.less than $25
MASS,BEAUTY TOOLS,EYE TLS,REVLON CORP,REVLON,3381608,6/1/2019,43,78642,c.$50 - $100
MASS,BEAUTY TOOLS,FOOT TLS,REVLON CORP,REVLON,289795,6/1/2019,25,11592,c.$50 - $100
MASS,BEAUTY TOOLS,KITS,REVLON CORP,REVLON,680708,6/1/2019,75,9076,c.$50 - $100
MASS,BEAUTY TOOLS,NAIL TLS,REVLON CORP,REVLON,3817259,6/1/2019,99,38558,c.$50 - $100
MASS,CC,BM,REVLON CORP,REVLON,0,6/1/2019,66,0,a.less than $25
MASS,CC,EM,REVLON CORP,REVLON,14429288,6/1/2019,36,400814,d.$100+
MASS,CC,FM,REVLON CORP,REVLON,15769241,6/1/2019,6,2628207,d.$100+
MASS,CC,KITS,REVLON CORP,REVLON,6341,6/1/2019,9,705,a.less than $25
MASS,CC,LM,REVLON CORP,REVLON,15497121,6/1/2019,2,7748561,d.$100+
MASS,CC,MULTI PURPOSE PRODUCT,REVLON CORP,REVLON,0,6/1/2019,85,0,a.less than $25
MASS,CC,NC,REVLON CORP,REVLON,3461200,6/1/2019,82,42210,c.$50 - $100
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH,MACANDREWS FORBES HOLDINGS INC,REVLON,99887.981,6/1/2019,14,7135,c.$50 - $100
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH CLEANER,MACANDREWS FORBES HOLDINGS INC,REVLON,11930.27,6/1/2019,43,277,a.less than $25
MASS,COSMETIC IMPLEMENTS,COSMETIC SPONGE,MACANDREWS FORBES HOLDINGS INC,REVLON,10385.124,6/1/2019,1,10385,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,MACANDREWS FORBES HOLDINGS INC,REVLON,114332.336,6/1/2019,75,1524,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,HELEN OF TROY LTD,REVLON,382.74,6/1/2019,73,5,a.less than $25
MASS,FRAG MASS,WOMEN,REVLON CORP,REVLON,47520.93,6/1/2019,2,23760,c.$50 - $100
MASS,HAIR CARE,CONDITIONER,MACANDREWS FORBES HOLDINGS INC,REVLON,3945.51,6/1/2019,60,66,a.less than $25
MASS,HAIR CARE,SHAMPOO,MACANDREWS FORBES HOLDINGS INC,REVLON,4471.569,6/1/2019,12,373,a.less than $25
MASS,HAIR CARE,STYLING PRODUCTS,MACANDREWS FORBES HOLDINGS INC,REVLON,69668.369,6/1/2019,96,726,a.less than $25
MASS,HAIR COLOR,ALL OVER,REVLON CORP,REVLON,17084915,6/1/2019,36,474581,d.$100+
MASS,HAIR COLOR,EFFECTS,REVLON CORP,REVLON,426001,6/1/2019,64,6656,c.$50 - $100
MASS,HAIR COLOR,ROOT TOUCH UP,REVLON CORP,REVLON,279,6/1/2019,20,14,a.less than $25
MASS,MURS,MURS STICK,REVLON CORP,REVLON,0,6/1/2019,48,0,a.less than $25
MASS,MURS,MURS TWLT,REVLON CORP,REVLON,0,6/1/2019,90,0,a.less than $25
MASS,NAIL POLISH REMOVER,ACETONE REMOVER,MACANDREWS FORBES HOLDINGS INC,REVLON,2.6,6/1/2019,72,0,a.less than $25
MASS,NAIL TREATMENTS,CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,22870.209,6/1/2019,15,1525,a.less than $25
MASS,NAIL TREATMENTS,MULTIBENEFIT NAIL TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,11.05,6/1/2019,70,0,a.less than $25
MASS,NAIL TREATMENTS,NAIL AND CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,0.5,6/1/2019,34,0,a.less than $25
MASS,NAIL TREATMENTS,NAIL STRENGTHENER,MACANDREWS FORBES HOLDINGS INC,REVLON,2.5,6/1/2019,56,0,a.less than $25
MASS,NAIL TREATMENTS,REMAINING NAIL TREATMENTS,MACANDREWS FORBES HOLDINGS INC,REVLON,47.62,6/1/2019,43,1,a.less than $25
PRESTIGE,FRAGRANCES,WOMEN,REVLON CORP,REVLON,29789,6/1/2019,66,451,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,REVLON CORP,REVLON,2005,6/1/2019,49,41,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,REVLON CORP,REVLON,230,6/1/2019,14,16,a.less than $25
MASS,BEAUTY TOOLS,A/O TLS,REVLON CORP,REVLON,63855,7/1/2019,17,3756,b.$25 - $50
MASS,BEAUTY TOOLS,EYE TLS,REVLON CORP,REVLON,2785303,7/1/2019,49,56843,c.$50 - $100
MASS,BEAUTY TOOLS,FOOT TLS,REVLON CORP,REVLON,243384,7/1/2019,42,5795,c.$50 - $100
MASS,BEAUTY TOOLS,KITS,REVLON CORP,REVLON,535964,7/1/2019,84,6381,c.$50 - $100
MASS,BEAUTY TOOLS,NAIL TLS,REVLON CORP,REVLON,3095409,7/1/2019,32,96732,c.$50 - $100
MASS,CC,BM,REVLON CORP,REVLON,0,7/1/2019,11,0,a.less than $25
MASS,CC,EM,REVLON CORP,REVLON,11353969,7/1/2019,29,391516,d.$100+
MASS,CC,FM,REVLON CORP,REVLON,11781241,7/1/2019,93,126680,d.$100+
MASS,CC,KITS,REVLON CORP,REVLON,3932,7/1/2019,88,45,a.less than $25
MASS,CC,LM,REVLON CORP,REVLON,11534744,7/1/2019,10,1153474,d.$100+
MASS,CC,MULTI PURPOSE PRODUCT,REVLON CORP,REVLON,0,7/1/2019,5,0,a.less than $25
MASS,CC,NC,REVLON CORP,REVLON,2617248,7/1/2019,73,35853,c.$50 - $100
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH,MACANDREWS FORBES HOLDINGS INC,REVLON,68636.359,7/1/2019,19,3612,b.$25 - $50
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH CLEANER,MACANDREWS FORBES HOLDINGS INC,REVLON,5412.25,7/1/2019,99,55,a.less than $25
MASS,COSMETIC IMPLEMENTS,COSMETIC SPONGE,MACANDREWS FORBES HOLDINGS INC,REVLON,4259.217,7/1/2019,67,64,a.less than $25
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,MACANDREWS FORBES HOLDINGS INC,REVLON,86796.854,7/1/2019,85,1021,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,HELEN OF TROY LTD,REVLON,491.66,7/1/2019,38,13,a.less than $25
MASS,FRAG MASS,WOMEN,REVLON CORP,REVLON,46168.47,7/1/2019,39,1184,a.less than $25
MASS,HAIR CARE,CONDITIONER,MACANDREWS FORBES HOLDINGS INC,REVLON,2494.846,7/1/2019,22,113,a.less than $25
MASS,HAIR CARE,SHAMPOO,MACANDREWS FORBES HOLDINGS INC,REVLON,2687.911,7/1/2019,98,27,a.less than $25
MASS,HAIR CARE,STYLING PRODUCTS,MACANDREWS FORBES HOLDINGS INC,REVLON,53608.908,7/1/2019,47,1141,a.less than $25
MASS,HAIR COLOR,ALL OVER,REVLON CORP,REVLON,13574025,7/1/2019,26,522078,d.$100+
MASS,HAIR COLOR,EFFECTS,REVLON CORP,REVLON,382520,7/1/2019,31,12339,c.$50 - $100
MASS,HAIR COLOR,ROOT TOUCH UP,REVLON CORP,REVLON,0,7/1/2019,86,0,a.less than $25
MASS,MURS,MURS STICK,REVLON CORP,REVLON,0,7/1/2019,96,0,a.less than $25
MASS,MURS,MURS TWLT,REVLON CORP,REVLON,0,7/1/2019,61,0,a.less than $25
MASS,NAIL POLISH REMOVER,ACETONE REMOVER,MACANDREWS FORBES HOLDINGS INC,REVLON,0,7/1/2019,21,0,a.less than $25
MASS,NAIL TREATMENTS,CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,17685.246,7/1/2019,33,536,a.less than $25
MASS,NAIL TREATMENTS,MULTIBENEFIT NAIL TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,11.32,7/1/2019,8,1,a.less than $25
MASS,NAIL TREATMENTS,NAIL AND CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,0,7/1/2019,92,0,a.less than $25
MASS,NAIL TREATMENTS,NAIL STRENGTHENER,MACANDREWS FORBES HOLDINGS INC,REVLON,0,7/1/2019,67,0,a.less than $25
MASS,NAIL TREATMENTS,REMAINING NAIL TREATMENTS,MACANDREWS FORBES HOLDINGS INC,REVLON,37.54,7/1/2019,81,0,a.less than $25
PRESTIGE,FRAGRANCES,WOMEN,REVLON CORP,REVLON,24601,7/1/2019,11,2236,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,REVLON CORP,REVLON,1544,7/1/2019,28,55,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,REVLON CORP,REVLON,101,7/1/2019,8,13,a.less than $25
MASS,BEAUTY TOOLS,A/O TLS,REVLON CORP,REVLON,56434,8/1/2019,82,688,a.less than $25
MASS,BEAUTY TOOLS,EYE TLS,REVLON CORP,REVLON,2902025,8/1/2019,43,67489,c.$50 - $100
MASS,BEAUTY TOOLS,FOOT TLS,REVLON CORP,REVLON,228997,8/1/2019,66,3470,b.$25 - $50
MASS,BEAUTY TOOLS,KITS,REVLON CORP,REVLON,574527,8/1/2019,16,35908,c.$50 - $100
MASS,BEAUTY TOOLS,NAIL TLS,REVLON CORP,REVLON,3167514,8/1/2019,2,1583757,d.$100+
MASS,CC,BM,REVLON CORP,REVLON,0,8/1/2019,54,0,a.less than $25
MASS,CC,EM,REVLON CORP,REVLON,12020164,8/1/2019,76,158160,d.$100+
MASS,CC,FM,REVLON CORP,REVLON,12409699,8/1/2019,57,217714,d.$100+
MASS,CC,KITS,REVLON CORP,REVLON,3625,8/1/2019,60,60,a.less than $25
MASS,CC,LM,REVLON CORP,REVLON,11831172,8/1/2019,100,118312,d.$100+
MASS,CC,MULTI PURPOSE PRODUCT,REVLON CORP,REVLON,0,8/1/2019,9,0,a.less than $25
MASS,CC,NC,REVLON CORP,REVLON,2376436,8/1/2019,10,237644,d.$100+
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH,MACANDREWS FORBES HOLDINGS INC,REVLON,70735.721,8/1/2019,69,1025,a.less than $25
MASS,COSMETIC IMPLEMENTS,COSMETIC BRUSH CLEANER,MACANDREWS FORBES HOLDINGS INC,REVLON,3325.34,8/1/2019,82,41,a.less than $25
MASS,COSMETIC IMPLEMENTS,COSMETIC SPONGE,MACANDREWS FORBES HOLDINGS INC,REVLON,3489.482,8/1/2019,14,249,a.less than $25
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,MACANDREWS FORBES HOLDINGS INC,REVLON,86120.064,8/1/2019,86,1001,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,HELEN OF TROY LTD,REVLON,199.89,8/1/2019,64,3,a.less than $25
MASS,FRAG MASS,WOMEN,REVLON CORP,REVLON,44676.92,8/1/2019,72,621,a.less than $25
MASS,HAIR CARE,CONDITIONER,MACANDREWS FORBES HOLDINGS INC,REVLON,4884.832,8/1/2019,70,70,a.less than $25
MASS,HAIR CARE,SHAMPOO,MACANDREWS FORBES HOLDINGS INC,REVLON,5267.403,8/1/2019,48,110,a.less than $25
MASS,HAIR CARE,STYLING PRODUCTS,MACANDREWS FORBES HOLDINGS INC,REVLON,56031.617,8/1/2019,55,1019,a.less than $25
MASS,HAIR COLOR,ALL OVER,REVLON CORP,REVLON,13881413,8/1/2019,89,155971,d.$100+
MASS,HAIR COLOR,EFFECTS,REVLON CORP,REVLON,387592,8/1/2019,15,25839,c.$50 - $100
MASS,HAIR COLOR,ROOT TOUCH UP,REVLON CORP,REVLON,0,8/1/2019,40,0,a.less than $25
MASS,MURS,MURS STICK,REVLON CORP,REVLON,0,8/1/2019,76,0,a.less than $25
MASS,MURS,MURS TWLT,REVLON CORP,REVLON,0,8/1/2019,29,0,a.less than $25
MASS,NAIL POLISH REMOVER,ACETONE REMOVER,MACANDREWS FORBES HOLDINGS INC,REVLON,0,8/1/2019,6,0,a.less than $25
MASS,NAIL TREATMENTS,CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,15942.114,8/1/2019,53,301,a.less than $25
MASS,NAIL TREATMENTS,MULTIBENEFIT NAIL TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,7.76,8/1/2019,56,0,a.less than $25
MASS,NAIL TREATMENTS,NAIL AND CUTICLE TREATMENT,MACANDREWS FORBES HOLDINGS INC,REVLON,0,8/1/2019,39,0,a.less than $25
MASS,NAIL TREATMENTS,NAIL STRENGTHENER,MACANDREWS FORBES HOLDINGS INC,REVLON,0,8/1/2019,51,0,a.less than $25
MASS,NAIL TREATMENTS,REMAINING NAIL TREATMENTS,MACANDREWS FORBES HOLDINGS INC,REVLON,37.61,8/1/2019,33,1,a.less than $25
PRESTIGE,FRAGRANCES,WOMEN,REVLON CORP,REVLON,18618,8/1/2019,73,255,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,REVLON CORP,REVLON,1722,8/1/2019,65,26,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,REVLON CORP,REVLON,152,8/1/2019,13,12,a.less than $25
MASS,APDEO,A/O FORM,P&G CORP,SECRET,0,8/1/2017,84,0,a.less than $25
MASS,APDEO,AER,P&G CORP,SECRET,955008,8/1/2017,63,15159,c.$50 - $100
MASS,APDEO,GEL,P&G CORP,SECRET,15432774,8/1/2017,48,321516,d.$100+
MASS,APDEO,R-ON,P&G CORP,SECRET,287150,8/1/2017,27,10635,c.$50 - $100
MASS,APDEO,SFTSOL,P&G CORP,SECRET,5133557,8/1/2017,11,466687,d.$100+
MASS,APDEO,ST/SL,P&G CORP,SECRET,20826939,8/1/2017,65,320414,d.$100+
MASS,APDEO,A/O FORM,P&G CORP,SECRET,0,9/1/2017,18,0,a.less than $25
MASS,APDEO,AER,P&G CORP,SECRET,1114033,9/1/2017,60,18567,c.$50 - $100
MASS,APDEO,GEL,P&G CORP,SECRET,17380261,9/1/2017,67,259407,d.$100+
MASS,APDEO,R-ON,P&G CORP,SECRET,335780,9/1/2017,88,3816,b.$25 - $50
MASS,APDEO,SFTSOL,P&G CORP,SECRET,5637526,9/1/2017,88,64063,c.$50 - $100
MASS,APDEO,ST/SL,P&G CORP,SECRET,23602865,9/1/2017,1,23602865,d.$100+
MASS,APDEO,A/O FORM,P&G CORP,SECRET,0,10/1/2017,40,0,a.less than $25
MASS,APDEO,AER,P&G CORP,SECRET,826019,10/1/2017,44,18773,c.$50 - $100
MASS,APDEO,GEL,P&G CORP,SECRET,12417111,10/1/2017,93,133517,d.$100+
MASS,APDEO,R-ON,P&G CORP,SECRET,247899,10/1/2017,69,3593,b.$25 - $50
MASS,APDEO,SFTSOL,P&G CORP,SECRET,4009900,10/1/2017,44,91134,c.$50 - $100
MASS,APDEO,ST/SL,P&G CORP,SECRET,17119436,10/1/2017,35,489127,d.$100+
MASS,APDEO,A/O FORM,P&G CORP,SECRET,0,11/1/2017,26,0,a.less than $25
MASS,APDEO,AER,P&G CORP,SECRET,787155,11/1/2017,25,31486,c.$50 - $100
MASS,APDEO,GEL,P&G CORP,SECRET,12435725,11/1/2017,29,428818,d.$100+
MASS,APDEO,R-ON,P&G CORP,SECRET,234642,11/1/2017,86,2728,b.$25 - $50
MASS,APDEO,SFTSOL,P&G CORP,SECRET,3978285,11/1/2017,98,40595,c.$50 - $100
MASS,APDEO,ST/SL,P&G CORP,SECRET,17365581,11/1/2017,20,868279,d.$100+
MASS,APDEO,A/O FORM,P&G CORP,SECRET,0,12/1/2017,21,0,a.less than $25
MASS,APDEO,AER,P&G CORP,SECRET,941251,12/1/2017,86,10945,c.$50 - $100
MASS,APDEO,GEL,P&G CORP,SECRET,15767448,12/1/2017,39,404294,d.$100+
MASS,APDEO,R-ON,P&G CORP,SECRET,280789,12/1/2017,37,7589,c.$50 - $100
MASS,APDEO,SFTSOL,P&G CORP,SECRET,5237016,12/1/2017,33,158697,d.$100+
MASS,APDEO,ST/SL,P&G CORP,SECRET,22840703,12/1/2017,15,1522714,d.$100+
MASS,APDEO,A/O FORM,P&G CORP,SECRET,0,1/1/2018,82,0,a.less than $25
MASS,APDEO,AER,P&G CORP,SECRET,716537,1/1/2018,16,44784,c.$50 - $100
MASS,APDEO,GEL,P&G CORP,SECRET,12648351,1/1/2018,56,225863,d.$100+
MASS,APDEO,R-ON,P&G CORP,SECRET,216013,1/1/2018,50,4320,b.$25 - $50
MASS,APDEO,SFTSOL,P&G CORP,SECRET,4113384,1/1/2018,49,83947,c.$50 - $100
MASS,APDEO,ST/SL,P&G CORP,SECRET,17326879,1/1/2018,24,721953,d.$100+
MASS,APDEO,A/O FORM,P&G CORP,SECRET,0,2/1/2018,24,0,a.less than $25
MASS,APDEO,AER,P&G CORP,SECRET,736518,2/1/2018,65,11331,c.$50 - $100
MASS,APDEO,GEL,P&G CORP,SECRET,13137137,2/1/2018,49,268105,d.$100+
MASS,APDEO,R-ON,P&G CORP,SECRET,209250,2/1/2018,73,2866,b.$25 - $50
MASS,APDEO,SFTSOL,P&G CORP,SECRET,4065931,2/1/2018,8,508241,d.$100+
MASS,APDEO,ST/SL,P&G CORP,SECRET,18114093,2/1/2018,81,223631,d.$100+
MASS,APDEO,A/O FORM,P&G CORP,SECRET,0,3/1/2018,98,0,a.less than $25
MASS,APDEO,AER,P&G CORP,SECRET,980035,3/1/2018,87,11265,c.$50 - $100
MASS,APDEO,GEL,P&G CORP,SECRET,17077019,3/1/2018,68,251133,d.$100+
MASS,APDEO,R-ON,P&G CORP,SECRET,265578,3/1/2018,73,3638,b.$25 - $50
MASS,APDEO,SFTSOL,P&G CORP,SECRET,5070763,3/1/2018,79,64187,c.$50 - $100
MASS,APDEO,ST/SL,P&G CORP,SECRET,22802114,3/1/2018,97,235073,d.$100+
MASS,APDEO,A/O FORM,P&G CORP,SECRET,0,4/1/2018,20,0,a.less than $25
MASS,APDEO,AER,P&G CORP,SECRET,828781,4/1/2018,18,46043,c.$50 - $100
MASS,APDEO,GEL,P&G CORP,SECRET,13798603,4/1/2018,68,202921,d.$100+
MASS,APDEO,R-ON,P&G CORP,SECRET,218661,4/1/2018,49,4462,b.$25 - $50
MASS,APDEO,SFTSOL,P&G CORP,SECRET,3574971,4/1/2018,1,3574971,d.$100+
